Review_ID,Text,Dominant_Topic,Top_Keywords
503,great like attempt aesthet otherwis bad,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
504,send fli path basic shoot zombi avoid build pretti much noth zombi asid walk aimlessli around power up slow pretti bore unless your look someth easi kid,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
505,well done add walkabout though,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
506,ill knock twice want cant stop,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
507,great atmospher short probabl less minut dont like teleport locomot break immers full might good though,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
508,one said demo thake minut,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
509,fun full mysteri puzzl need solv continu journey love graphic well realli enjoy thank hard work,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
510,graphic pretti good puzzl weak side definit leagu myst anoth wannab,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
511,great graphic mani puzzl seem sort arbitrari good thing there walkthrough youtub,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
512,everyon hear scream vr st vr experi play good time scream hope get use vr get far decid frack play earli hour sure make lot differ expect deadli quit except scream,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
513,still need work lot good first person shooter vr good,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
514,crash upon tri load level get screen watch monster take pee hardli fun novelti gag wear,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
515,realli good check one earlier fun mechan good graphic perform lot stuff buy,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
516,one brother favorit game differ place explor upgrad buyabl glove help dig pick ore dev add even new interest place tool might becom pretti big import dev also add imag short descript new stuff that ad like train ventur otusid peopl would notic would nice dev ad hand base teleporread moret mayb even locomot uncomfort teleport head,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
517,far ive got atom bomb realli funni wonder els find ground especi what insid vault,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
518,review septemb didnt get experi small town elev goe level let mine miscellan item much larger travel train open world mine get collect complet differ end upgrad power glove realli turn smash rock feed littl companion chest tri figur differ enread mored upgrad train even ad littl short quest like smash bottl collect gold ore within certain time frame get thrown free loot still bit quirki completionist one take time,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
519,min playtim peopl talk one end didnt realiz actual depend item buy far got differ one think fun casual funni surpris dont expect see like,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
520,would eat cave mushroom accident wonder space,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
521,love increas upgrad function time worthi,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
522,good thing consid neat concept good execut love easter egg hand way playthrough end could longer mayb allow player unlock new depth give us littl progress unlock new tool playthrough min that fine person id want,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
523,fun fun long great come back sometim littl time worth want spend money play sometim,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
524,great think alot could ad partak tast that okay im glad tri,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
525,good concept decent execut regrett short length minim replay current length roughli minut hour depend luck quickli learn mechan justifi price tag howev opinion worth pick subscript,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
526,short fun requir tweak wallet show much money spend much got last run item buy blindli way know alreadi bought set chang size room wouldnt need teleport replac tv may hit virtual pick side upgrad pick explan oread moref ghost pick way scan rock one hand free collect great hope updat come,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
527,would love give star need fix deserv love feedback loop mine get upgrad mine faster get better upgrad stori hook howev put teleport button top bottom turn left right vive control terribl design idea insan jar tri take step forward instead turn left right mistak make wors menu button arenread moret use bind teleport also option menu turn way loud music anoth recommend movement allow walk wall get stuck frustrat earli your still time chompi also hitbox constantli get stuck short love need design fix,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
528,rush begin littl time play around mani creativ tool give,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
529,pick first viveport sub exactli servic thought lot go initi differ equip level mechan encourag unfortun minut later alreadi without fulli grasp concept much alreadi first minut may come back unlock door see what behind dollar cant recommend foread morer short littl tutori also came alreadi figur odd think potenti though need lot put id excit see offer anoth year develop neo,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
530,nice bug go elev teleport stuck unperdon,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
531,didnt realli get look like chines far beyond,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
532,someon isnt big score attack progress system still end one perfect viveport titl well craft enjoy short enough glad get rental servic,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
533,weapon feel cool enemi look cool kind metroid feel,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
534,race seri obstacl cours trigger platform activ door order progress end varieti enemi creatur turret lay wait area must dispatch number proceed there run exit get trap close doorgat gang death result respawn cost critic second compet time anoth player make thru area finisread moreh line coop would awesom there much commun yet new hope chang imho difficulti right cool weapon enemi well done littl creepyscari cours fun bit challeng there lot like think enjoy great success,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
535,fabul fun shame half hour play althought option repeat continu powerup,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
536,love god pleas fix reload awe gunplay feel underwhelm enviro ok level mechan nice,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
537,cant play error connexion,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
538,wouldnt even run said check connect cours connect internet popup indic issu,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
539,despit solid gigabit connect error say check internet connect,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
540,broken work cannot connect internet,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
541,support quest come,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
542,lol uh special item funni came across toward end door littl buggi though got stuck behind one close accid time,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
543,buggi need work badli,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
544,bad definit good simpl fun main aim mechan weird base line headset control mean move face look aim get mess like enemi come right left look way move hand practic behind get im sure suppos uniqu featur good good time pread morelay though especi get powerup launch missl power attack giant beam cant rate price space pirat trainer given state develop cant start anoth round without enter initi highscor annoy,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
545,genr ever would pick outsid viveport want relax instead stress game prove well craft manag sim respect,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
546,nice fun,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
547,nice littl good shoot mechanik cool asia style hit box zone boss hope come english xd neg exist weapon inventori bodi granat inventori pistol holster,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
548,great arcad seat,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
549,great friend,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
550,super short virtual effort fun enough singl playthrough liter worth one,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
551,like slash stuff sword spear stuff wish fruit ninja weapon one sword want boss fight differ type enemi adapt answer ye question well good news pure fun basic fruit ninja better lot better enemi come shout attempt kill slash make feel like warrior man hate fruit much money tread moreo spend good choos weapon strand sword weapon steal life summon light act shield give good flavour armour give bonu like heart tank hit lose heart forth boss spam give time attack back money buy weapon feel grindi time mmo grindi,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
552,quit hard fun nice love,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
553,gamplay basic fruit ninja ripoff nice done reason stop often report internet connect error internet connect sure what,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
554,might fun wouldnt know constantli sai lost connect definitli issu end also need connect play singleplay redo tutori super slow even spam skip ui broke first level,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
555,want good cant finish tutouri cant get new sword someon pleas help anyon help,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
556,hi choos suscript dont work say conect problem time look good dont work useless someon could solv problem pleas thank,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
557,connect error bug,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
558,dont buy huge glitch connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error connect error oh wait pla nvm connect error connect error connect error connect error connect error connect error,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
559,lost connect restart still thing issu noth wrong end last attemp gave lost connect follow blue screen pure shit aval idea gameplay sinc get tri tutori follow sound bug conect error,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
560,great seriou bug fix bug give five star middl level get connect error pleas tri fix give five star,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
561,there noth stori lightheart simpl premis riff spi movi trope realli need deliv fastpac sens fun adventur your sure get unseen diplomaci everi race save world rare see game physic activ impress invent dont miss one perfect chanc make best use larg space help friend work sweat read morethey hustl cours record time,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
562,enjoy drive boat sky great music thank,15,"unsatisfi, downward, lefti, skill, pov, increment, tribut, alien, cheap, vs"
563,realli good simul actual instal mistak didnt like look didnt understand subscript system glad speedboat sim nice relax ride goe long time chang time day fli also good featur,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
564,poor visual sound,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
565,experi seem nice cant play oculu rift start bottom boat shame sinc feel like lazi attitud develop add rift sinc actual start boat travel ad rift super easi,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
566,cool educ,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
567,would like see content great qualiti,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
568,realli cup tea howev definit well done great write great cgi dont understand neg review,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
569,twilight experi cinemat vr scanner sombr surround put borderlin posit first time watch vr watch second time tri interact start accept role blend environ interest concept make sens ghost spectat vr excel product valu high qualiti sfx stun visual look brave curiou audienc cauread moreght middl everyth nowher put flesh open mind get readi encod,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
570,agre interest watch sure go dragon fli min nice surpris,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
571,thought reason never less cool video,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
572,dont spend money howev free demo realli impress best video experi qualiti write great interact length requir,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
573,well put togeth video,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
574,dident work got stuck download tri log delet cach reinstal ect ect brought steam work without problem self,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
575,nicht gut,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
576,file game dont realli anyth sit watch also short,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
577,fuck unltd inc fake minut degre video experi,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
578,exeri imagin video effect thrown normal wouldnt mind actual entertain convolut stori trace quan chi look alik fight rogu robot dragon built skynet ai overal whole thing minut long interact part steer digit dragon flight look around minut,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
579,cool simpl halloween theme experi fun littl fun spooki environ remind real halloween maze dont go expect full blown aaa video expect price admiss,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
580,great littl titl find navig way maze maze differ theme creatur critter get neat graphic good scare soundscap littl lack simpl that fun play never know what come next,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
581,wave shooter go die watch demo that long live wait anticip develop bring vr futur,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
582,love fun great entir famili love charet well graphic thank adventur,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
583,anoth mildli interest tower defens,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
584,great destruct boss,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
585,graphic passabl anim waffl realli poor pain embarrass watch your go spoken dialog charact appear scene least make lip move would rate anim solid yike english local bad mean realli bad mean base belong us bad go find contractor local demand refund sueread point view scale observ never feel right especi your top observ tower help panel obscur action your tri execut cant see your guess time guess wrong liter cant see your show promis issu unplay,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
586,harder look,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
587,simpl hour fun kid definit keeper,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
588,nice music pleas,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
589,cool love challeng multitask part brain keep track multipl enemi fire right weapon dont miss,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
590,realli cool,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
591,interest,7,"moreion, topnotch, goggl, public, regularli, fantahorn, eread, signifi, home, vfr"
592,good experi,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
593,truli wonder,27,"stash, wack, mous, urgenc, fp, understand, playbl, truli, sourc, absorb"
594,would like play,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
595,cool great,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
596,great app like lot,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
597,basicli combin beat saber space pirat trainer apart abl see health wave alright challeng,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
598,adrenalin pack stand shooterrequir quick reflex simpl yet effect thinkingy weaponson red one blue one destroy blue enemi destroy red enemieswel worth time good one show friend get heart pump time shoot direct red come behind also blue enemi come front realli funth graphic bad either,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
599,great one,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
600,student pretti darn fun vr escap nice level design fun concept best free kudo objectifdenjoy much thank,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
601,awesom app,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
602,vanilla wave shooter,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
603,somehow enjoy long time sinc repetit graphic nice environ also like idea ticket box instead choos map menu gift littl bit immers stand still cannot move posit tha fight one last point music aw still worth tri,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
604,nice level design concept two think would make enjoy ingam teleport free movement feel stand cover shield enemi take cover shoot cannot move feel like pinata cant move least spawn behind shield sort cover,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
605,notic sword,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
606,doesnt work shot stop train noth happend,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
607,love friend love take turn see beat other score problem crashesal time specif beat level restart play next level cool graphic actual get better proceed,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
608,better archeri game simpli line show your aim arrow go hit unfortun fall exact pitfal everi way basic imposs hit move target purpos put awkward angl aim requir freedom movement direct vast major vr owner simpli wont massiv room wire floor base stread moreat read movement control movement nock draw clumsi awkward strenght length draw requir send arrow anywher much true real life yeah fun,42,"straightforward, numer, slingshot, voiceact, distant, puke, highest, resid, manufactur, challang"
609,lol doesnt even load come error exe someth wast choic pick,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
610,horribl,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
611,snip snap youv snipe,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
612,realli enjoy experi real fascin histori alway like imagin like live differ time nice immers experi dont know swedish miss dialog wonder vr experi worth everi penni,29,"hide, curs, detail, consum, yknow, burn, frequent, kid, abruptli, il"
613,must old vike histori interest guy give experi realli great work respect,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
614,would love tri experi vr interact space limit area meter wonder way reposit recalibr start point button start menu reach outsid chaperon limit look forward enjoy experi thank advanc,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
615,get readi move beat sling drink bartend vr simul amaz bartend sim great select bar work varieti drink learn make super well immers vr world put behind bar interact bar feel like realli varieti liquor mix cube ice topper rang glass work bartend tool read morey need make drink use room scale move around handl physic feel spot spin bottl air catch pour drink bring amaz physic pore feel like real bottl hand thing immers bar seem three mode play practic free unlock option practic mode learn make drink like pro first move must best prove readi practic learn spin bottl air toss glass hand hand fun play real physic vr world come new drink practic one learn smash place bar like interact game great physic freedom experi must tri vr experi see behind bar check preview,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
616,like job simul boozi adult concoct fun learn lot,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
617,fun track cosmo control bit shacki like cosmo,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
618,everyth bartend vr simul shine easi get lost tri make drink without mess ive never done kind bartend cant speak accur drink mixtur tast virtual still fun experi showcas virtual realiti roomscal well,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
619,seem realli bizarr bug hand like light cant see im grab break right,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
620,play smash everyth everyon kept danc,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
621,im sure insid tutori crash system said block viru everytim tri play strang,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
622,look interest tri time error block whole experi sound black screen min resign dont want tri rd time,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
623,sick induc everyth goe blurri look away come focu look directli confus got stuck sort loop couldnt understand ladi yell chines everyth stay focus would better,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
624,wast time poor dont worth download,48,"thatd, english, muffl, moreoth, wonderful, son, man, beuti, shread, playstat"
625,doesnt make sens chose eng menu appear japanes wierd degre video play around repeat peopl shout foreign languag seem way progress mayb dont know might know spoke japanes,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
626,vive cosmo great arcrad style play freind famili yourselfsimpl point shoot mechan absolut must collect group fruit ninja alway crowd pleaser,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
627,kill seagul year,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
628,tri viveport trial might buy goe sale steam viveport trial run nice littl mindless shooter would great keep standbi parti much way depth im still sure unlock new island sometim dont want someth complic wanna shoot stuff without break sweat nail edit turn steam ive bought,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
629,summari dont want read everyth realli want like repetitv motiv thing get bore stupid gun suck mechan need seriou work vr littl gener wasnt bad coop made fun honestli otherwis would never play main reason say there stori noth motiv go get everread morey key noth motiv anyth mindless shoot weird enemi cool first get bore eventu chang color progress make feel though thing difficult certainli eventu feel repetit even environ pretti bland reus time guess repetitv would nice rapid rock watefal also mayb even includ steer there none feel like could seriou potenti work harder time passion put dick wild guy frickin name doesnt actual anyth except sit side coupl non humur one liner pathet repetit get old realli quick gun look cool half garbag unbalanc mess differ gun fun part almost immedi reli nail gun got noth els beat accuraci damag anoth oppurtun miss end anti climat dont expect anyth beat final boss sort cutscen actual like boss fight part wish decent design could difficult id like next one better know potenti,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
630,function,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
631,youv alway dream fight zombi real life surviv test vr simpl give plenti thrill doesnt requir larg invest time money like zombi game howev your bit pansi cant watch scari movi without calm spongebob afterward id advis tamer shame zombi three inch face make gargl nois get pretti intens ifread your let gargl commenc,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
632,good enjoy sound basic like two hand gun took work put ammo belt green blood spray cool nice demo check,27,"stash, wack, mous, urgenc, fp, understand, playbl, truli, sourc, absorb"
633,ok reward tho manipul room scale walk thru wall get machin gun ammo lock cell avail creepi bit unerv see ft nazzi zombi growl come hope content would ad last updat year ago look like,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
634,noth reali felt right aim felt take multipl headshot kill anyth green blood spray move unrespons target dummi someth play current state,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
635,promo pic zombi dont look anyth like even zombi dog shoot background see hey got min unexpect vr play like gun close blood spatter satisfi watch mostli direct per level felt scari know way zombi would stagger dark toward,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
636,sound low qualiti graphic,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
637,pretti good fun make excel use vr,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
638,runand still problem howev develop team work hard fix issu excel custom servic seem delay vive notifi develop problem rectifi thx great servic,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
639,load place planet base platform stand click screen start never start updat download work develop made work time continu test see recreat origin issu last month play great enjoy,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
640,super puzzl galaxi fun immers addict virtual realiti experi mustplay puzzl lover constantli evolv develop vive studio work add level challeng player master definit worth time,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
641,far im realli like true vr experi great sandbox fun environ amaz heck challeng im go keep,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
642,much enjoy solv puzzl first vr allow shape terrain definit win browni point,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
643,english support pleas love btw,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
644,fun look neck start hurt,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
645,start chines chang english,48,"thatd, english, muffl, moreoth, wonderful, son, man, beuti, shread, playstat"
646,keep crash throughout demo help pleas refund,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
647,realli excit good main mechan manipul ground hair two make differ second mechan got time multi jump ball two element puzzl gone luck time repeat get biggest thing physic base ball seem gener momentum fli nowher follow dowread morenward slope launch like ramp even though shouldnt enough momentum could wors puzzl need less element random there solut share other hope get lucki ramp bounc jump time,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
648,heck solv second bonu level frustrat,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
649,type recommend enjoy,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
650,downlow enhanc comput pute phone,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
651,box bought back real nostalgia tetrislik game abil choos relax game experi solitair featur go heart race surviv mode real potenti keep vr experi substanti amount time feel real sens accomplish hear satisfi fireworklik crackl youv got cube combin see stack start fall seamlesslread morey front eye liter calm soundtrack synthesis bing bong sound leav feel calm engag environ throughout play simpl effect environ allow move around plan best angl attack bring new dimens strategi someth screen cant embrac classic showcas use vr excel great play,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
652,simpl engag action puzzl nice made easi control quit addict thing miss high score tabl,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
653,creat repaint move block line three vanish use play either static solitair move toward suviv teleport around help get angl right money realli good,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
654,super fun that exactli im look quanritin famili love well done,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
655,review odyssey wmrsteamvr flaw occasion lab lower right peripher vision area left unrend black squar flaw children adult height adult length arm reach top lab tabl daughter school us due coronaviru shutdown local school board get onlin learn squar away sought someth educ vr ton fun vr itread more still new us stand five gallon bucket mother take turn help reach thing otherwis went great learn measur volum mass identifi graduat cylind beaker erlinmey flask mohr pipett well correctli select fit current task first chem lab first grader thank,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
656,interest reason sound randomli stop sometim there sound begin unless close start time otherwis look like fun experi,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
657,like follow sim style miami club scene except thing control danc perform danc floor whole look like proof concept real experi littl item interact clunki hand display set interact also use youtub browser play music choic person wouldnt buy read glad viveport infin least tri,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
658,youtub featur broken graphic mostli ugli everi aspect feel unfinish doubt improv wast time,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
659,rubbish room go atmospher reason repres disco interact dancer incred limit choos one danc one terribl intuit dont know danc number let alon whether prefer danc number beer goggl mode interest actual fairli accur spent minut play bore tri go outsid geread moret knock car drove straight,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
660,despit limit first bring street fighter vibe vr graphic good actual fight movement ok adjust arcad concept actual fight sweat fun,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
661,first vr probabl lowbudget one nice done give lot thrill good calori burner initi play hour stop exhaus continu next day dom kickedin switch english launch take vr helmet grab pc mous select english topleft corner unfortun store fight system realli simpl could made bit realist special moread morev shop element bonsu kill realiti player healthenergi bar easili visibl oppon brad nice done baaza girl musculatur martial art backgound would abl kick ass realiti phyli look sound child realli dont enjoy fight musculatur andr hui wu definit excess kill realism,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
662,gave star encourag developp bad need way much enhanc box resum throw jab cant combo punch due target bend back far away even small pinch head graphic arent bad either model much rigid deserv better anim take exempl thrill fight good box workout arcad ideread morea gear charact good idea keep upgrad one best seek actual arcadish workout vr put english click english miror comput monitor punch headset tri suck sport learn dexter dont put arm behind headset,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
663,look nice fun chines dont know chang languag got stuck tutori,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
664,seem like could fun problem menu dialogu instruct japanes chines im realli sure there english option somewher easi find cant recommend your someon speak english viveport realli ensur nonenglish titl clearli label,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
665,english languag mode could find menu chines,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
